cd_secao;cd_divisao;ds_divisao;cd_grupo;ds_grupo;cd_classe;ds_classe;cd_subclasse;ds_subclasse;insert_tb
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01334;Cultivo de frutas de lavoura permanente, exceto laranja e uva;0133405;Cultivo de coco-da-baía;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01334','Cultivo de frutas de lavoura permanente, exceto laranja e uva','0133405','Cultivo de coco-da-baía')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01334;Cultivo de frutas de lavoura permanente, exceto laranja e uva;0133406;Cultivo de guaraná;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01334','Cultivo de frutas de lavoura permanente, exceto laranja e uva','0133406','Cultivo de guaraná')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01334;Cultivo de frutas de lavoura permanente, exceto laranja e uva;0133407;Cultivo de maçã;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01334','Cultivo de frutas de lavoura permanente, exceto laranja e uva','0133407','Cultivo de maçã')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01334;Cultivo de frutas de lavoura permanente, exceto laranja e uva;0133408;Cultivo de mamão;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01334','Cultivo de frutas de lavoura permanente, exceto laranja e uva','0133408','Cultivo de mamão')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01334;Cultivo de frutas de lavoura permanente, exceto laranja e uva;0133409;Cultivo de maracujá;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01334','Cultivo de frutas de lavoura permanente, exceto laranja e uva','0133409','Cultivo de maracujá')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01334;Cultivo de frutas de lavoura permanente, exceto laranja e uva;0133410;Cultivo de manga;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01334','Cultivo de frutas de lavoura permanente, exceto laranja e uva','0133410','Cultivo de manga')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01334;Cultivo de frutas de lavoura permanente, exceto laranja e uva;0133411;Cultivo de pêssego;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01334','Cultivo de frutas de lavoura permanente, exceto laranja e uva','0133411','Cultivo de pêssego')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01334;Cultivo de frutas de lavoura permanente, exceto laranja e uva;0133499;Cultivo de frutas de lavoura permanente não especificadas anteriormente;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01334','Cultivo de frutas de lavoura permanente, exceto laranja e uva','0133499','Cultivo de frutas de lavoura permanente não especificadas anteriormente')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01342;Cultivo de café;0134200;Cultivo de café;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01342','Cultivo de café','0134200','Cultivo de café')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01351;Cultivo de cacau;0135100;Cultivo de cacau;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01351','Cultivo de cacau','0135100','Cultivo de cacau')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01393;Cultivo de plantas de lavoura permanente não especificadas anteriormente;0139301;Cultivo de chá-da-índia;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01393','Cultivo de plantas de lavoura permanente não especificadas anteriormente','0139301','Cultivo de chá-da-índia')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01393;Cultivo de plantas de lavoura permanente não especificadas anteriormente;0139302;Cultivo de erva-mate;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01393','Cultivo de plantas de lavoura permanente não especificadas anteriormente','0139302','Cultivo de erva-mate')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01393;Cultivo de plantas de lavoura permanente não especificadas anteriormente;0139303;Cultivo de pimenta-do-reino;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01393','Cultivo de plantas de lavoura permanente não especificadas anteriormente','0139303','Cultivo de pimenta-do-reino')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01393;Cultivo de plantas de lavoura permanente não especificadas anteriormente;0139304;Cultivo de plantas para condimento, exceto pimenta-do-reino;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01393','Cultivo de plantas de lavoura permanente não especificadas anteriormente','0139304','Cultivo de plantas para condimento, exceto pimenta-do-reino')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01393;Cultivo de plantas de lavoura permanente não especificadas anteriormente;0139305;Cultivo de dendê;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01393','Cultivo de plantas de lavoura permanente não especificadas anteriormente','0139305','Cultivo de dendê')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01393;Cultivo de plantas de lavoura permanente não especificadas anteriormente;0139306;Cultivo de seringueira;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01393','Cultivo de plantas de lavoura permanente não especificadas anteriormente','0139306','Cultivo de seringueira')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;013;Produção de lavouras permanentes;01393;Cultivo de plantas de lavoura permanente não especificadas anteriormente;0139399;Cultivo de outras plantas de lavoura permanente não especificadas anteriormente;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','013','Produção de lavouras permanentes','01393','Cultivo de plantas de lavoura permanente não especificadas anteriormente','0139399','Cultivo de outras plantas de lavoura permanente não especificadas anteriormente')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;014;Produção de sementes e mudas certificadas;01415;Produção de sementes certificadas;0141501;Produção de sementes certificadas, exceto de forrageiras para pasto;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','014','Produção de sementes e mudas certificadas','01415','Produção de sementes certificadas','0141501','Produção de sementes certificadas, exceto de forrageiras para pasto')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;014;Produção de sementes e mudas certificadas;01415;Produção de sementes certificadas;0141502;Produção de sementes certificadas de forrageiras para formação de pasto;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','014','Produção de sementes e mudas certificadas','01415','Produção de sementes certificadas','0141502','Produção de sementes certificadas de forrageiras para formação de pasto')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;014;Produção de sementes e mudas certificadas;01423;Produção de mudas e outras formas de propagação vegetal, certificadas;0142300;Produção de mudas e outras formas de propagação vegetal, certificadas;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','014','Produção de sementes e mudas certificadas','01423','Produção de mudas e outras formas de propagação vegetal, certificadas','0142300','Produção de mudas e outras formas de propagação vegetal, certificadas')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01512;Criação de bovinos;0151201;Criação de bovinos para corte;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01512','Criação de bovinos','0151201','Criação de bovinos para corte')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01512;Criação de bovinos;0151202;Criação de bovinos para leite;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01512','Criação de bovinos','0151202','Criação de bovinos para leite')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01512;Criação de bovinos;0151203;Criação de bovinos, exceto para corte e leite;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01512','Criação de bovinos','0151203','Criação de bovinos, exceto para corte e leite')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01521;Criação de outros animais de grande porte;0152101;Criação de bufalinos;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01521','Criação de outros animais de grande porte','0152101','Criação de bufalinos')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01521;Criação de outros animais de grande porte;0152102;Criação de equinos;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01521','Criação de outros animais de grande porte','0152102','Criação de equinos')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01521;Criação de outros animais de grande porte;0152103;Criação de asininos e muares;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01521','Criação de outros animais de grande porte','0152103','Criação de asininos e muares')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01539;Criação de caprinos e ovinos;0153901;Criação de caprinos;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01539','Criação de caprinos e ovinos','0153901','Criação de caprinos')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01539;Criação de caprinos e ovinos;0153902;Criação de ovinos, inclusive para produção de lã;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01539','Criação de caprinos e ovinos','0153902','Criação de ovinos, inclusive para produção de lã')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01547;Criação de suínos;0154700;Criação de suínos;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01547','Criação de suínos','0154700','Criação de suínos')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01555;Criação de aves;0155501;Criação de frangos para corte;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01555','Criação de aves','0155501','Criação de frangos para corte')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01555;Criação de aves;0155502;Produção de pintos de um dia;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01555','Criação de aves','0155502','Produção de pintos de um dia')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01555;Criação de aves;0155503;Criação de outros galináceos, exceto para corte;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01555','Criação de aves','0155503','Criação de outros galináceos, exceto para corte')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01555;Criação de aves;0155504;Criação de aves, exceto galináceos;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01555','Criação de aves','0155504','Criação de aves, exceto galináceos')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01555;Criação de aves;0155505;Produção de ovos;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01555','Criação de aves','0155505','Produção de ovos')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01598;Criação de animais não especificados anteriormente;0159801;Apicultura;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01598','Criação de animais não especificados anteriormente','0159801','Apicultura')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01598;Criação de animais não especificados anteriormente;0159802;Criação de animais de estimação;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01598','Criação de animais não especificados anteriormente','0159802','Criação de animais de estimação')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01598;Criação de animais não especificados anteriormente;0159803;Criação de escargô;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01598','Criação de animais não especificados anteriormente','0159803','Criação de escargô')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01598;Criação de animais não especificados anteriormente;0159804;Criação de bicho-da-seda;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01598','Criação de animais não especificados anteriormente','0159804','Criação de bicho-da-seda')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;015;Pecuária;01598;Criação de animais não especificados anteriormente;0159899;Criação de outros animais não especificados anteriormente;('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','015','Pecuária','01598','Criação de animais não especificados anteriormente','0159899','Criação de outros animais não especificados anteriormente')
A;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;016;"Atividades de apoio à agricultura e à pecuária; atividades de pós-colheita";01610;Atividades de apoio à agricultura;0161001;Serviço de pulverização e controle de pragas agrícolas;"('A','01','AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS','016','Atividades de apoio à agricultura e à pecuária; atividades de pós-colheita','01610','Atividades de apoio à agricultura','0161001','Serviço de pulverização e controle de pragas agrícolas')"
